,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,logq
WBGene00018811,14991.5074916634,0.286801138347665,0.018016284021249,15.9189951717792,4.67829783822951e-57,1.88535402880649e-54,pmt-2,53.7246070866675
WBGene00010790,4454.13608041899,-0.46777829706258,0.0296937354666543,-15.753433837514,6.50510321004541e-56,2.54665497668692e-53,sodh-1,52.5940298896932
WBGene00000735,4232.1026337172,-0.479280079225824,0.0309484993781056,-15.4863753932085,4.2879320092271e-54,1.63203456640082e-51,col-162,50.7872706471519
WBGene00009895,1124.91076941935,-0.847654420020842,0.05480877580803,-15.4656696400187,5.915489496285e-54,2.19064965075938e-51,scl-2,50.6594270733331
WBGene00016274,2442.83771689996,0.569296672329944,0.0380227482751695,14.9725282404618,1.11019223629016e-50,4.003119479381e-48,C30G12.2,47.3976014475013
WBGene00021625,6321.17065192797,-0.388710691961411,0.0260480863395005,-14.922811867832,2.34192683592457e-50,8.22796961688165e-48,Y47D7A.13,47.0847073206775
WBGene00000666,2858.45479400717,-0.544727734929027,0.0365441126493118,-14.9060326120488,3.01121023904035e-50,1.03149006738327e-47,col-91,46.9865349496602
WBGene00000722,3762.09088165996,0.465383914217831,0.0317919810812213,14.638405610172,1.59771041838598e-48,5.33947028115237e-46,col-149,45.2725018263766
WBGene00012615,4953.26563933989,0.428839875257553,0.0297581930679856,14.4108170236622,4.4244527954367e-47,1.44342505245413e-44,dct-16,43.8406057612468
WBGene00000609,56802.749127492,0.216220368693033,0.0152860438450793,14.14495280037,2.00651233121365e-45,6.39377487495103e-43,col-20,42.1942426593198
WBGene00003214,15629.52064373,0.277884009750106,0.0197301889886774,14.0842041558535,4.74979460307359e-45,1.47912921934805e-42,mel-32,41.8299938836107
WBGene00012144,3401.9875948656,-0.455376590826782,0.0326560083037006,-13.9446495294766,3.39109702242924e-44,1.0325513644739e-41,T28H10.3,40.9860883350684
WBGene00000707,12435.955122661,-0.265659250852024,0.0193740557991559,-13.7121134369603,8.59182320668524e-43,2.55924264300003e-40,col-133,39.5918885364964
WBGene00022679,5479.87544161573,-0.370382105789014,0.0271275344351233,-13.653364137268,1.92769730855332e-42,5.61985287697821e-40,ZK180.5,39.2502750537464
WBGene00022122,9732.40191467332,0.280750721772178,0.0206841165470488,13.5732517815577,5.77041133553598e-42,1.64721200248988e-39,trap-1,38.7832505018708
WBGene00016845,3293.08547335207,-0.461587032695813,0.0340476943583268,-13.5570716724002,7.19516525748768e-42,2.01200315016523e-39,C50F7.5,38.6963713436468
WBGene00000754,52252.9611275653,0.179646928831867,0.013356181409932,13.4504708582557,3.05918064510742e-41,8.38337863985238e-39,col-181,38.076580918252
WBGene00000717,7186.17630433655,-0.344301160464417,0.0258373860176155,-13.3256963467464,1.64094499524485e-40,4.40867222055783e-38,col-144,37.3556921892423
WBGene00000715,10669.2612855478,0.282859541830377,0.0213560044170987,13.2449655050598,4.82503487811904e-40,1.27139669038437e-37,col-142,36.8957189234307
WBGene00022382,1297.62412272089,0.692161813006017,0.0525004775357054,13.1839146136391,1.08605816218579e-39,2.80776772420184e-37,Y94H6A.10,36.5516388225643
WBGene00000719,7805.1641711659,-0.305544856363824,0.0232161212704671,-13.1608916409522,1.47336792209678e-39,3.73853467936482e-37,col-146,36.4272985863997
WBGene00010317,10727.076133621,0.269480817181249,0.0205230526198378,13.1306400745065,2.1979085312171e-39,5.47558958086121e-37,idh-1,36.2615691115693
WBGene00001725,4633.39528477408,-0.40272033653325,0.030715588504924,-13.1112687770475,2.83810291725456e-39,6.94422967361108e-37,grl-16,36.1583759237284
WBGene00000757,27230.3859982032,0.210652520713503,0.0163610307729279,12.875259733761,6.2030056825546e-38,1.49111550635725e-35,col-184,34.8264887134681
WBGene00009982,4315.98492680514,-0.384609404076454,0.0298880303256058,-12.8683422723561,6.78426025701884e-38,1.60272300071848e-35,F53F1.4,34.7951415304559
WBGene00004300,7670.24758803217,-0.300530094382591,0.0234391966891641,-12.821689171691,1.23969977760251e-37,2.87904514452704e-35,ram-2,34.5407515251652
WBGene00001244,1662.42200447519,0.599823750468232,0.0469473141773111,12.7765296264406,2.21744962083601e-37,5.06391578411583e-35,elo-6,34.2955135255021
WBGene00000256,7194.93366900902,-0.318352452969216,0.0250988540193181,-12.6839437658861,7.25857456360254e-37,1.63044243722102e-34,bli-6,33.7876945293564
WBGene00018602,2998.88639745273,-0.490422164447712,0.0386759218620972,-12.6802967023349,7.60434711417823e-37,1.68056071223339e-34,F48D6.4,33.7745457935119
WBGene00000115,4130.52964842984,0.376684624418744,0.0301945069265586,12.4752699335328,1.01860429425425e-35,2.21538349839233e-33,alh-9,32.654551083518
WBGene00008602,1260.56501056004,-0.643573232467707,0.051761154518528,-12.4335177307017,1.71899917099534e-35,3.68026978765284e-33,oac-14,32.4341203435563
WBGene00022645,8082.854149284,0.278650508322453,0.0228025359754559,12.2201543118882,2.42623728434128e-34,5.11450819539142e-32,ZK6.11,31.2911961211496
WBGene00019760,8021.17261603102,0.279251642928889,0.0228738537450346,12.2083338488386,2.80576109371006e-34,5.82493007666897e-32,calu-1,31.2347092836065
WBGene00000641,1899.87022340767,-0.537552341355925,0.0440592061169244,-12.2006815086356,3.08233288752889e-34,6.30360077983894e-32,col-65,31.2004112994213
WBGene00001243,1312.07616061318,0.64777174962201,0.0535174093121438,12.1039444537354,1.00655811957961e-33,2.02821461095292e-31,elo-5,30.6928860930165
WBGene00000752,11400.3404926666,0.237903543123763,0.0196682968702272,12.0957876878444,1.11170813692598e-33,2.20762679596519e-31,col-179,30.6560743431494
WBGene00011753,3807.59538774313,0.382684654290888,0.0316571853128709,12.0883979579605,1.21635420530168e-33,2.38092647443481e-31,T13F3.6,30.6232540158678
WBGene00017691,8085.07298250124,0.296075737255153,0.0246193143319563,12.0261569133484,2.58935550588244e-33,4.99709142839453e-31,ilys-5,30.301282704493
WBGene00000681,4613.20519822926,-0.368396443974894,0.0307631646209591,-11.9752453466346,4.79018446802213e-33,9.11598716400545e-31,col-107,30.0401962950105
WBGene00017719,5461.96006502456,0.328327772898824,0.0276026593970014,11.8947876788456,1.2597298164447e-32,2.36449560889388e-30,ldp-1,29.6262614881763
WBGene00000608,44491.7089498226,0.184421773742836,0.0155236828028727,11.880027187151,1.50318464495624e-32,2.7833291898906e-30,col-19,29.5554354257543
WBGene00000672,4424.56038163929,-0.342153081923677,0.0292348910254823,-11.7035867048536,1.2217794071536e-31,2.23210952490916e-29,col-97,28.6512844992969
WBGene00017658,615.101058713789,0.883471308487958,0.0763881828124115,11.5655494863325,6.1595709490587e-31,1.11050580452635e-28,F21C10.9,27.9544791670865
WBGene00000680,27847.7918833667,0.189802654769974,0.016454286427309,11.5351495556174,8.77345640228604e-31,1.56121947563796e-28,col-106,27.8065360396933
WBGene00002273,4260.27119094711,0.357387383198108,0.0312392430912937,11.4403342665403,2.62870775423427e-30,4.61776328827154e-28,lec-10,27.3355683332708
WBGene00000696,55237.5617232352,0.158998807182095,0.0139456466077179,11.4013219791545,4.11817631551736e-30,7.14269011078719e-28,col-122,27.1461381915519
WBGene00000729,967.550626661688,-0.672233819868676,0.0589743398351996,-11.3987510796593,4.2416016448233e-30,7.26480321717111e-28,col-156,27.1387761450073
WBGene00000713,62528.1923362242,0.16986106200213,0.0149889196590727,11.3324419548353,9.06418464734151e-30,1.53330195108486e-27,col-140,26.8143723116969
WBGene00019978,843.571662544943,0.72375679801695,0.0643992084442489,11.2385977328202,2.63535105211361e-29,4.40360733122691e-27,hacd-1,26.3561914139247
WBGene00019322,59685.4079026729,0.150825572751868,0.0134691763727113,11.1978318924862,4.17834265142387e-29,6.89778927829034e-27,ahcy-1,26.1612900771002
WBGene00000700,2604.96707321515,-0.421733115614685,0.0378491906098923,-11.142460613265,7.79358217730303e-29,1.27128170230245e-26,col-126,25.8957582038129
WBGene00001074,5206.29155526465,-0.304723433700282,0.0274190972023167,-11.1135473006943,1.07790662121883e-28,1.73758547340475e-26,dpy-13,25.7600538228731
WBGene00013394,5095.25898981533,0.311574285554861,0.0283034205204685,11.0083615275241,3.48279851183058e-28,5.54898897780264e-26,ule-5,25.2557861378429
WBGene00010834,2200.26174676908,0.422542262220349,0.0393011614413156,10.7513937686368,5.83728194590608e-27,9.19338358882818e-25,mct-3,24.036524618809
WBGene00002258,6088.66120182362,0.279507356040576,0.0260842456040611,10.7155621934897,8.60329618745149e-27,1.33957232227796e-24,lbp-6,23.8730338342631
WBGene00009626,716.426967642181,0.757771451756078,0.0707660073624387,10.7081278144609,9.3228069233955e-27,1.43529326364455e-24,F42A8.1,23.8430593534456
WBGene00021427,3379.88401140956,0.36285029314612,0.0344694834045275,10.5267110878273,6.50683206917789e-26,9.90629033465282e-24,Y38F2AR.9,23.0040889478163
WBGene00006876,15187.2263702097,0.214389137443289,0.0206530654504755,10.3804995901155,3.0417920179163e-25,4.58006969554825e-23,vab-10,22.3391279132272
WBGene00010661,2717.2349836207,-0.365825445651333,0.0353306611373643,-10.3543334280957,3.99962773369573e-25,5.95683687033684e-23,tyr-2,22.2249842930156
WBGene00000988,2745.8459425479,0.364244858051493,0.0353102802182338,10.3155470814814,5.99389595509841e-25,8.83100670717832e-23,dhs-25,22.053989785386
WBGene00000594,16236.1793026316,-0.238769504715502,0.0231944353712329,-10.2942581224304,7.47938801256285e-25,1.09024015476741e-22,col-3,21.962477826461
WBGene00010204,10450.3981777272,0.206566232680304,0.0202158905259753,10.2180130237096,1.64681811650214e-24,2.37523177182234e-22,F57F5.1,21.6242940061181
WBGene00000114,24564.8143761666,0.161612064597615,0.0158205661164607,10.2153148887298,1.69328462595811e-24,2.4168110359248e-22,alh-8,21.6167573046041
WBGene00000704,2594.53792712268,-0.42809300645461,0.04203188763519,-10.1849579102938,2.31460032235108e-24,3.26955191926334e-22,col-130,21.4855117618123
WBGene00021043,3483.77530956858,-0.321774045915869,0.0318487127546807,-10.103204119877,5.34661616844248e-24,7.47544232040805e-22,pck-1,21.1263631051267
WBGene00016534,11643.6230114751,0.211848147382867,0.0210250165229514,10.0760038476834,7.05367798234662e-24,9.76257532465792e-22,C39D10.7,21.0104356022356
WBGene00009628,3613.42562078402,0.337606036810972,0.0337979126172388,9.98896117148887,1.70357662227568e-23,2.33424068784214e-21,tatn-1,20.6318543650805
WBGene00000710,1302.00447269753,-0.519324902712663,0.0522972185342247,-9.93025857336567,3.07457209677822e-23,4.17106800693615e-21,col-137,20.3797527291673
WBGene00002019,552.064882050909,0.772900373761108,0.0780478616857764,9.90290261727904,4.04365279639081e-23,5.43197358981833e-21,hsp-16.48,20.2650423502563
WBGene00007071,1776.16166340269,0.438076096220986,0.0444540465802211,9.85458310146054,6.5487901469759e-23,8.71179831008386e-21,AC3.5,20.0598921876407
WBGene00006921,10420.439213182,0.2042977165772,0.020735587994632,9.85251619727824,6.68490710047498e-23,8.80736510487579e-21,vha-12,20.055153999825
WBGene00006930,382804.70464871,0.152484975193758,0.0155738565512971,9.79108640762831,1.22967442728903e-22,1.60180114076853e-20,vit-6,19.7953914013776
WBGene00022951,2896.8240483281,-0.349537352299577,0.0357023828871442,-9.79030877027087,1.23916888718044e-22,1.60180114076853e-20,C30E1.9,19.7953914013776
WBGene00013025,16886.8500190906,0.168774757518093,0.0176870581292369,9.54227414671674,1.39733912853083e-21,1.78937763917097e-19,vha-13,18.7472979940886
WBGene00000602,5272.57379041726,-0.298389561205967,0.0314729395893122,-9.48082908999373,2.52270615425977e-21,3.2005666412655e-19,col-13,18.494773125621
WBGene00019060,1098.08232203896,-0.541408362233996,0.057249283170015,-9.45703303613705,3.16804694546015e-21,3.98243846299954e-19,acox-3,18.3998509262327
WBGene00003963,20636.6405022001,0.17655568489129,0.0187334760305452,9.42460889817848,4.3171142009162e-21,5.37755443463217e-19,pdi-2,18.2694151847451
WBGene00019466,15934.2637492479,-0.217365041455513,0.0230875097631458,-9.41483268162984,4.73836467889278e-21,5.84910566037738e-19,tos-1,18.2329105333119
WBGene00004174,2238.86399333244,-0.424676793844799,0.0453707490174855,-9.36014509438961,7.96272681502777e-21,9.74154310888486e-19,abu-14,18.0113722432659
WBGene00020413,1591.86755818069,-0.435033496943294,0.0464830844969651,-9.35896362410499,8.05226197544806e-21,9.76390208739729e-19,T10E9.3,18.0103765843466
WBGene00021690,1216.90786100284,-0.499151252591942,0.053439174995548,-9.34054937475226,9.5835549308473e-21,1.15187604967079e-18,Y48G8AL.12,17.9385942516769
WBGene00000636,2695.94231324071,-0.350398907116927,0.037582421839748,-9.32347863613031,1.12587145644523e-20,1.34145136488805e-18,col-60,17.8724250683097
WBGene00001692,2064.61208190115,0.383901942608347,0.0413425336084728,9.28588330468623,1.60371376875354e-20,1.89431776374664e-18,grd-3,17.7225471681699
WBGene00008378,11914.317094725,0.197697155194792,0.0213524145507492,9.25877280646257,2.06795236324722e-20,2.42180198984729e-18,ule-3,17.6158613683078
WBGene00018138,10714.082850702,0.186263583463246,0.0201338987417377,9.25124268540798,2.21897616251418e-20,2.5567961381492e-18,folt-2,17.5923038983352
WBGene00000711,4576.17294801412,-0.264324638046284,0.0285720310030475,-9.25116726977131,2.22054255174248e-20,2.5567961381492e-18,col-138,17.5923038983352
WBGene00013297,2380.12576962698,0.358290475272276,0.0388139858898363,9.23096319685366,2.68209072363418e-20,3.06250059126963e-18,Y57G11B.5,17.5139238187792
WBGene00000647,6328.69076273652,-0.247480170268317,0.0268302470595862,-9.2239243909569,2.86421025957191e-20,3.24342222947556e-18,col-71,17.488996511088
WBGene00016636,8744.38425386076,0.218191879313171,0.0237867606680562,9.17282863177692,4.60766589346846e-20,5.17493754691023e-18,perm-2,17.2860948870683
WBGene00000024,1345.00155580283,-0.467258381962195,0.0511808213067467,-9.1295600584784,6.87782192426296e-20,7.6617817891261e-18,abu-1,17.1156702210723
WBGene00015168,6991.22582695879,0.222788316790904,0.0244659314748658,9.10606314007614,8.54256202614928e-20,9.43953103889495e-18,pdi-6,17.0250495811552
WBGene00016638,16265.1761012189,0.168560350574613,0.0185568088783081,9.08347721205723,1.05160375714404e-19,1.15272597443101e-17,perm-4,16.938273920751
WBGene00000649,7343.03930088932,-0.226308244983466,0.024923696442023,-9.08004338401004,1.085315831958e-19,1.18023789916576e-17,col-73,16.9280304436419
WBGene00002008,11958.3671685546,0.191246438374608,0.0211514500225791,9.04176489888178,1.54162360191078e-19,1.66325406247099e-17,hsp-4,16.7790414071234
WBGene00008354,167.633612540951,1.33744399426607,0.148503238692868,9.00616044497286,2.13396877709375e-19,2.28434688935458e-17,gcsh-1,16.6412379456568
WBGene00012015,6782.92612562754,0.214002043215881,0.0238072965023064,8.98892670132241,2.4965646041126e-19,2.65177738027526e-17,T25B9.9,16.5764629382523
WBGene00019900,19586.1576078626,0.151374855414865,0.0168424530534814,8.98769644387258,2.52466212757179e-19,2.66099388246066e-17,vdac-1,16.5749561238765
WBGene00004156,2063.63186765741,-0.373680930422968,0.0416746908688012,-8.96661553169949,3.05765170666647e-19,3.19816364005679e-17,pqn-74,16.4950993185274
WBGene00001303,4680.5114185457,0.287620646210429,0.032106774453085,8.95825417251758,3.29859418708897e-19,3.42404072359796e-17,emo-1,16.465461078712
WBGene00006541,2295.02869472869,0.344907984070889,0.0385883359749253,8.93814090078956,3.9577224470055e-19,4.07734683976462e-17,tbh-1,16.3896223436891
WBGene00014000,1494.94563082107,-0.44461967829654,0.0499706265922839,-8.89762063470293,5.70566567055426e-19,5.83425604611451e-17,ZK550.6,16.2340145150541
WBGene00000703,59121.9358008447,0.120367135231701,0.013562918620941,8.87472221840623,7.01081734734389e-19,7.11571994765229e-17,col-129,16.1477811527161
WBGene00000599,6299.07031315187,-0.222362241764149,0.0252454096524612,-8.8080266799105,1.27368124727585e-18,1.28323385663042e-16,col-10,15.8916941905548
WBGene00001066,5072.85907999743,-0.253893507293604,0.0289625745776618,-8.76626166685563,1.84696485490552e-18,1.84723448481134e-16,dpy-4,15.7334779724558
WBGene00006914,4494.75595125781,0.257676518492361,0.0294654257957265,8.74504649207317,2.22923836243772e-18,2.21340753928418e-16,vha-5,15.654938615098
WBGene00000603,3627.63530654244,-0.275038091501215,0.0315373728763621,-8.72102101146671,2.75704264438412e-18,2.71776966283102e-16,col-14,15.5657873534904
WBGene00016084,3773.53479989505,0.268935229280842,0.0308516921422202,8.71703334913052,2.85586044138403e-18,2.79507141198885e-16,cht-3,15.5536070917359
WBGene00008436,2511.60946955984,0.317512980251635,0.0366433495301978,8.66495515072857,4.51690778983355e-18,4.38940925789356e-16,DH11.2,15.357593924701
WBGene00002263,16157.4483067097,-0.153658528609103,0.0177508124480731,-8.65642229383044,4.86802654023998e-18,4.69730279256115e-16,lea-1,15.3281514438832
WBGene00006351,1504.95838976834,0.422011864783493,0.0488258056527542,8.64321354541105,5.4653634223399e-18,5.23681186104205e-16,sur-5,15.2809330283859
WBGene00004394,4059.36910344777,-0.267081453593836,0.0312209839410144,-8.55454953304583,1.18329904188291e-17,1.12201910449931e-15,rol-1,14.9499997483312
WBGene00004025,871.052862760155,-0.529204572011937,0.0618652159600811,-8.55415379707734,1.18736513029047e-17,1.12201910449931e-15,phy-2,14.9499997483312
WBGene00000616,12673.2529698635,-0.17507985937852,0.0204949930138797,-8.54256740951076,1.31272076358635e-17,1.23197944538768e-15,col-39,14.9093965379745
WBGene00012907,10859.6621430123,-0.175393593555978,0.0206553094882194,-8.49145318572994,2.04069130105236e-17,1.90214640864078e-15,cpt-1,14.7207560583672
WBGene00001155,17456.8602365052,0.159608524613729,0.0188896965168129,8.44950179436013,2.925485047976e-17,2.70844568428157e-15,ech-6,14.567279869419
WBGene00009334,4549.15993259773,0.248727908253057,0.0295015947034126,8.43099875629048,3.42727396309447e-17,3.1517119357262e-15,F32D8.12,14.5014534835815
WBGene00044011,676.029871365636,-0.598194325187948,0.0711171940741715,-8.41138817378062,4.05186366130043e-17,3.7012423924759e-15,T06E4.12,14.4316524722495
WBGene00011446,3258.64790942119,0.276432270512754,0.0329621626964881,8.3863511341204,5.01464028721664e-17,4.55037094142003e-15,T04F8.8,14.3419531986736
WBGene00000698,78660.5294199815,0.136463739424728,0.0163381016215409,8.35248443092114,6.68418780978768e-17,6.02544351116518e-15,col-124,14.2200109807261
WBGene00002915,4643.72633129465,0.257188080507278,0.0308666871555349,8.33222169944336,7.93391978711123e-17,7.10526594267961e-15,let-805,14.1484196622437
WBGene00004427,50031.7868832212,0.10773732334343,0.0129987224071986,8.28830095515893,1.14877607301979e-16,1.02211232159203e-14,rpl-15,13.990501376249
WBGene00001703,1748.90926713556,-0.406715603504695,0.0491631270684367,-8.27277733856379,1.30873974016385e-16,1.15692593030484e-14,grd-14,13.9366944449286
WBGene00003090,6831.11281250763,0.211524698254045,0.0256400408414973,8.24978008270957,1.58686275295673e-16,1.39379445134699e-14,lys-1,13.8558012687257
WBGene00013393,3826.7513575729,0.258312852472885,0.0314695031782233,8.20835495908421,2.2423946845671e-16,1.95702496611072e-14,Y62H9A.5,13.7084036339358
WBGene00020674,212.079071299525,1.03382976331054,0.126068194747505,8.20055974769158,2.39270281889276e-16,2.07498822939675e-14,T22B7.7,13.682984362529
WBGene00001240,1714.01478723602,0.385448354697664,0.0473685128141855,8.13722728027537,4.0443306615922e-16,3.48524646070039e-14,elo-2,13.4577665051592
WBGene00019819,3818.73088080181,0.2680625958587,0.0330170272800989,8.11891977992444,4.70351273503966e-16,4.02797071846959e-14,aass-1,13.3949136952319
WBGene00009813,1055.53391077996,0.46413215178052,0.05722434312815,8.11074669290878,5.03096362344642e-16,4.28163127754428e-14,haly-1,13.3683907356924
WBGene00004062,7421.63674451999,0.185274308090911,0.0229021450482395,8.08982336373565,5.97513195369489e-16,5.05378135984737e-14,pmp-5,13.2963835507552
WBGene00020216,3061.88279332599,0.288393885433745,0.0358186114067369,8.05150937201051,8.17791524708365e-16,6.87446593346872e-14,trap-2,13.1627610358478
WBGene00006911,15703.8781242582,0.156736071928394,0.0194997923554087,8.03783286876486,9.14412332842616e-16,7.63980352720093e-14,vha-2,13.1169178100303
WBGene00000753,3462.34716175682,-0.260416513209544,0.0324301824427709,-8.03006624057998,9.74200522244218e-16,8.08999730653956e-14,col-180,13.0920516229805
WBGene00013238,4490.67355207466,0.26614089038659,0.0332187354780464,8.01177066365086,1.13068567452151e-15,9.33292476644201e-14,trap-4,13.029982235045
WBGene00015913,17648.677200096,0.163626995557226,0.0204619226096162,7.9966579230599,1.2784177083894e-15,1.04363337660292e-13,C17F4.7,12.9814520401097
WBGene00013996,705.719155876904,-0.549485999235557,0.0687154321750943,-7.99654432552222,1.27959719215655e-15,1.04363337660292e-13,ZK550.2,12.9814520401097
WBGene00000740,8644.74941634197,-0.207222381057382,0.0259689798812893,-7.97961190638396,1.46794105136334e-15,1.19016143702843e-13,col-167,12.9243941256198
WBGene00003958,1618.66509619692,0.36140928804981,0.0452962950730578,7.97878253545676,1.4778367967773e-15,1.19113645820251e-13,pcp-3,12.9240384823043
WBGene00021743,1033.65146974781,0.446533294218325,0.0560856750377439,7.96162823961416,1.69789965099028e-15,1.36050415309174e-13,Y50D4B.4,12.8663001281495
WBGene00001067,4574.13671529565,-0.248407022051076,0.0312458712866355,-7.95007506023123,1.86398543154277e-15,1.48490281296506e-13,dpy-5,12.8283019700331
WBGene00007903,463.786486437764,-0.681831061946196,0.086017943863854,-7.92661427742766,2.25201403357201e-15,1.78364718427767e-13,lgc-21,12.7486910474234
WBGene00001993,4734.60579383621,0.229614345515581,0.0290743274266046,7.89749465727869,2.8456520102872e-15,2.24086918649168e-13,hpd-1,12.6495834952021
WBGene00012538,2564.47339015752,0.314103787885109,0.0397813987074116,7.89574519979331,2.88585717450077e-15,2.25954371457197e-13,Y37A1B.5,12.6459792521138
WBGene00021791,2584.78140851201,-0.289455495155532,0.0367487665656629,-7.87660436543716,3.36397949408597e-15,2.61893449022534e-13,Y51H7C.13,12.5818753648392
WBGene00012557,2966.5857741661,0.267424974764189,0.0339917241792146,7.86735539963326,3.62216554318179e-15,2.80400634308909e-13,Y37D8A.19,12.5522210082641
WBGene00000776,29166.8450175918,0.125718323507516,0.0160127556104887,7.85113609210196,4.12285273246793e-15,3.1736701202402e-13,cpl-1,12.4984382169652
WBGene00022599,10212.0344583853,0.163990222610848,0.0209191132713853,7.83925305453391,4.53234346497188e-15,3.46939498084049e-13,daf-41,12.4597462541405
WBGene00006919,5728.63781422904,0.217344055480828,0.0277392332596038,7.83525822241606,4.67880148042911e-15,3.56160766026887e-13,vha-10,12.4483539232683
WBGene00016658,4126.05884897608,0.248324800131075,0.0317238258767204,7.82770656654313,4.96849890312498e-15,3.76123602047616e-13,C45B2.1,12.4246694134071
